Filename,Particip_ID,Pgph,DefaultLang,CS_cond,Region,nsyll,duration,speechrate,List,Dom_lang,Eng_sprint,Span_sprint,Dom_Sprint,Nondom_Sprint,BLI_Score,Eng_AOA
b30r_sop3_longestoverlap_ISI_5_test,b30r,p3,Span,single,5,5,1.14,4.39,15,Eng,65,42,65,42,0.646153846,5
b30r_sop3_longestoverlap_ISI_7_test,b30r,p3,Span,single,7,6,1.56,3.85,15,Eng,65,42,65,42,0.646153846,5
b30r_sop3_longestoverlap_ISI_9_test,b30r,p3,Span,single,9,2,1.14,1.75,15,Eng,65,42,65,42,0.646153846,5
b30r_sdp4_longestoverlap_ISI_0_test,b30r,p4,Span,mixed,0,4,1.18,3.39,15,Eng,65,42,65,42,0.646153846,5
b30r_sdp4_longestoverlap_ISI_1_test,b30r,p4,Span,mixed,1,8,2.12,3.77,15,Eng,65,42,65,42,0.646153846,5
b30r_sdp4_longestoverlap_ISI_4_test,b30r,p4,Span,mixed,4,3,0.9,3.33,15,Eng,65,42,65,42,0.646153846,5
b30r_sdp4_longestoverlap_ISI_5_test,b30r,p4,Span,mixed,5,4,0.76,5.26,15,Eng,65,42,65,42,0.646153846,5
b30r_sdp4_longestoverlap_ISI_6_test,b30r,p4,Span,mixed,6,3,0.96,3.12,15,Eng,65,42,65,42,0.646153846,5
b30r_sdp4_longestoverlap_ISI_7_test,b30r,p4,Span,mixed,7,5,2.22,2.25,15,Eng,65,42,65,42,0.646153846,5
b30r_sdp4_longestoverlap_ISI_9_test,b30r,p4,Span,mixed,9,4,2.02,1.98,15,Eng,65,42,65,42,0.646153846,5
b30r_sop4_longestoverlap_ISI_0_test,b30r,p4,Span,single,0,4,1.34,2.98,15,Eng,65,42,65,42,0.646153846,5
b30r_sop4_longestoverlap_ISI_1_test,b30r,p4,Span,single,1,9,2.28,3.95,15,Eng,65,42,65,42,0.646153846,5
b30r_sop4_longestoverlap_ISI_4_test,b30r,p4,Span,single,4,3,0.94,3.19,15,Eng,65,42,65,42,0.646153846,5
b30r_sop4_longestoverlap_ISI_5_test,b30r,p4,Span,single,5,3,0.72,4.17,15,Eng,65,42,65,42,0.646153846,5
b30r_sop4_longestoverlap_ISI_6_test,b30r,p4,Span,single,6,4,1.66,2.41,15,Eng,65,42,65,42,0.646153846,5
b30r_sop4_longestoverlap_ISI_7_test,b30r,p4,Span,single,7,6,2.48,2.42,15,Eng,65,42,65,42,0.646153846,5
b30r_sop4_longestoverlap_ISI_9_test,b30r,p4,Span,single,9,7,1.86,3.76,15,Eng,65,42,65,42,0.646153846,5
b31r_sdp3_longestoverlap_ISI_0_test,b31r,p3,Span,mixed,0,5,1.76,2.84,16,Eng,62,48,62,48,0.774193548,1
b31r_sdp3_longestoverlap_ISI_1_test,b31r,p3,Span,mixed,1,7,3.8,1.84,16,Eng,62,48,62,48,0.774193548,1
b31r_sdp3_longestoverlap_ISI_3_test,b31r,p3,Span,mixed,3,3,1.34,2.24,16,Eng,62,48,62,48,0.774193548,1
b31r_sdp3_longestoverlap_ISI_5_test,b31r,p3,Span,mixed,5,4,1.5,2.67,16,Eng,62,48,62,48,0.774193548,1
b31r_sdp3_longestoverlap_ISI_7_test,b31r,p3,Span,mixed,7,8,2.5,3.2,16,Eng,62,48,62,48,0.774193548,1
b31r_sdp3_longestoverlap_ISI_9_test,b31r,p3,Span,mixed,9,5,2.2,2.27,16,Eng,62,48,62,48,0.774193548,1
b31r_sop3_longestoverlap_ISI_0_test,b31r,p3,Span,single,0,8,2.16,3.7,16,Eng,62,48,62,48,0.774193548,1
b31r_sop3_longestoverlap_ISI_1_test,b31r,p3,Span,single,1,3,0.84,3.57,16,Eng,62,48,62,48,0.774193548,1
b31r_sop3_longestoverlap_ISI_3_test,b31r,p3,Span,single,3,5,1.06,4.72,16,Eng,62,48,62,48,0.774193548,1
b31r_sop3_longestoverlap_ISI_5_test,b31r,p3,Span,single,5,9,3.2,2.81,16,Eng,62,48,62,48,0.774193548,1
b31r_sop3_longestoverlap_ISI_7_test,b31r,p3,Span,single,7,11,5.32,2.07,16,Eng,62,48,62,48,0.774193548,1
b31r_sop3_longestoverlap_ISI_9_test,b31r,p3,Span,single,9,2,1.16,1.72,16,Eng,62,48,62,48,0.774193548,1
b31r_sdp4_longestoverlap_ISI_1_test,b31r,p4,Span,mixed,1,4,1.6,2.5,16,Eng,62,48,62,48,0.774193548,1
b31r_sdp4_longestoverlap_ISI_2_test,b31r,p4,Span,mixed,2,5,1.3,3.85,16,Eng,62,48,62,48,0.774193548,1
b31r_sdp4_longestoverlap_ISI_4_test,b31r,p4,Span,mixed,4,3,0.88,3.41,16,Eng,62,48,62,48,0.774193548,1
b31r_sdp4_longestoverlap_ISI_5_test,b31r,p4,Span,mixed,5,5,1.5,3.33,16,Eng,62,48,62,48,0.774193548,1
b31r_sdp4_longestoverlap_ISI_6_test,b31r,p4,Span,mixed,6,3,1.06,2.83,16,Eng,62,48,62,48,0.774193548,1
b31r_sdp4_longestoverlap_ISI_7_test,b31r,p4,Span,mixed,7,6,2.32,2.59,16,Eng,62,48,62,48,0.774193548,1
b31r_sdp4_longestoverlap_ISI_9_test,b31r,p4,Span,mixed,9,11,2.98,3.69,16,Eng,62,48,62,48,0.774193548,1
b31r_sdp4_longestoverlap_ISI_10_test,b31r,p4,Span,mixed,10,3,1.9,1.58,16,Eng,62,48,62,48,0.774193548,1
b31r_sop4_longestoverlap_ISI_1_test,b31r,p4,Span,single,1,7,1.96,3.57,16,Eng,62,48,62,48,0.774193548,1
b31r_sop4_longestoverlap_ISI_2_test,b31r,p4,Span,single,2,5,1.86,2.69,16,Eng,62,48,62,48,0.774193548,1
b31r_sop4_longestoverlap_ISI_4_test,b31r,p4,Span,single,4,2,1.04,1.92,16,Eng,62,48,62,48,0.774193548,1
b31r_sop4_longestoverlap_ISI_5_test,b31r,p4,Span,single,5,5,1.56,3.2,16,Eng,62,48,62,48,0.774193548,1
b31r_sop4_longestoverlap_ISI_6_test,b31r,p4,Span,single,6,5,1.34,3.73,16,Eng,62,48,62,48,0.774193548,1
b31r_sop4_longestoverlap_ISI_7_test,b31r,p4,Span,single,7,4,2.3,1.74,16,Eng,62,48,62,48,0.774193548,1
b31r_sop4_longestoverlap_ISI_9_test,b31r,p4,Span,single,9,9,2.88,3.12,16,Eng,62,48,62,48,0.774193548,1
b31r_sop4_longestoverlap_ISI_10_test,b31r,p4,Span,single,10,2,0.94,2.13,16,Eng,62,48,62,48,0.774193548,1
b32_sdp3_longestoverlap_ISI_2_test,b32,p3,Span,mixed,2,5,1.3,3.85,17,Eng,67,49,67,49,0.731343284,3
b32_sdp3_longestoverlap_ISI_3_test,b32,p3,Span,mixed,3,4,1.62,2.47,17,Eng,67,49,67,49,0.731343284,3
b32_sdp3_longestoverlap_ISI_6_test,b32,p3,Span,mixed,6,3,1.04,2.88,17,Eng,67,49,67,49,0.731343284,3
b32_sdp3_longestoverlap_ISI_7_test,b32,p3,Span,mixed,7,15,5.8,2.59,17,Eng,67,49,67,49,0.731343284,3
b32_sdp3_longestoverlap_ISI_9_test,b32,p3,Span,mixed,9,4,1.5,2.67,17,Eng,67,49,67,49,0.731343284,3
b32_sdp3_longestoverlap_ISI_10_test,b32,p3,Span,mixed,10,4,0.98,4.08,17,Eng,67,49,67,49,0.731343284,3
b32_sop3_longestoverlap_ISI_2_test,b32,p3,Span,single,2,5,1.12,4.46,17,Eng,67,49,67,49,0.731343284,3
b32_sop3_longestoverlap_ISI_3_test,b32,p3,Span,single,3,3,0.72,4.17,17,Eng,67,49,67,49,0.731343284,3
b32_sop3_longestoverlap_ISI_6_test,b32,p3,Span,single,6,6,1.96,3.06,17,Eng,67,49,67,49,0.731343284,3
b32_sop3_longestoverlap_ISI_7_test,b32,p3,Span,single,7,13,4.8,2.71,17,Eng,67,49,67,49,0.731343284,3
b32_sop3_longestoverlap_ISI_9_test,b32,p3,Span,single,9,4,2.38,1.68,17,Eng,67,49,67,49,0.731343284,3
b32_sop3_longestoverlap_ISI_10_test,b32,p3,Span,single,10,4,0.88,4.54,17,Eng,67,49,67,49,0.731343284,3
b32_sdp4_longestoverlap_ISI_0_test,b32,p4,Span,mixed,0,2,0.84,2.38,17,Eng,67,49,67,49,0.731343284,3
b32_sdp4_longestoverlap_ISI_1_test,b32,p4,Span,mixed,1,6,1.4,4.29,17,Eng,67,49,67,49,0.731343284,3
b32_sdp4_longestoverlap_ISI_5_test,b32,p4,Span,mixed,5,5,1.14,4.39,17,Eng,67,49,67,49,0.731343284,3
b32_sdp4_longestoverlap_ISI_7_test,b32,p4,Span,mixed,7,2,0.62,3.23,17,Eng,67,49,67,49,0.731343284,3
b32_sdp4_longestoverlap_ISI_9_test,b32,p4,Span,mixed,9,2,0.7,2.86,17,Eng,67,49,67,49,0.731343284,3
b32_sop4_longestoverlap_ISI_0_test,b32,p4,Span,single,0,5,1.44,3.47,17,Eng,67,49,67,49,0.731343284,3
b32_sop4_longestoverlap_ISI_1_test,b32,p4,Span,single,1,6,1.58,3.8,17,Eng,67,49,67,49,0.731343284,3
b32_sop4_longestoverlap_ISI_5_test,b32,p4,Span,single,5,4,1.06,3.77,17,Eng,67,49,67,49,0.731343284,3
b32_sop4_longestoverlap_ISI_7_test,b32,p4,Span,single,7,2,0.9,2.22,17,Eng,67,49,67,49,0.731343284,3
b32_sop4_longestoverlap_ISI_9_test,b32,p4,Span,single,9,2,0.8,2.5,17,Eng,67,49,67,49,0.731343284,3
b33r_sdp3_longestoverlap_ISI_0_test,b33r,p3,Span,mixed,0,5,1.68,2.98,2,Eng,54,42,54,42,0.777777778,4
b33r_sdp3_longestoverlap_ISI_2_test,b33r,p3,Span,mixed,2,7,2.4,2.92,2,Eng,54,42,54,42,0.777777778,4
b33r_sdp3_longestoverlap_ISI_3_test,b33r,p3,Span,mixed,3,3,1.1,2.73,2,Eng,54,42,54,42,0.777777778,4
b33r_sdp3_longestoverlap_ISI_5_test,b33r,p3,Span,mixed,5,4,1.74,2.3,2,Eng,54,42,54,42,0.777777778,4
b33r_sdp3_longestoverlap_ISI_7_test,b33r,p3,Span,mixed,7,7,1.9,3.68,2,Eng,54,42,54,42,0.777777778,4
b33r_sdp3_longestoverlap_ISI_9_test,b33r,p3,Span,mixed,9,8,3.6,2.22,2,Eng,54,42,54,42,0.777777778,4
b33r_sdp3_longestoverlap_ISI_10_test,b33r,p3,Span,mixed,10,4,2.26,1.77,2,Eng,54,42,54,42,0.777777778,4
b33r_sop3_longestoverlap_ISI_0_test,b33r,p3,Span,single,0,3,1.32,2.27,2,Eng,54,42,54,42,0.777777778,4
b33r_sop3_longestoverlap_ISI_2_test,b33r,p3,Span,single,2,5,2.28,2.19,2,Eng,54,42,54,42,0.777777778,4
b33r_sop3_longestoverlap_ISI_3_test,b33r,p3,Span,single,3,2,0.68,2.94,2,Eng,54,42,54,42,0.777777778,4
b33r_sop3_longestoverlap_ISI_5_test,b33r,p3,Span,single,5,7,2.62,2.67,2,Eng,54,42,54,42,0.777777778,4
b33r_sop3_longestoverlap_ISI_7_test,b33r,p3,Span,single,7,6,1.6,3.75,2,Eng,54,42,54,42,0.777777778,4
b33r_sop3_longestoverlap_ISI_9_test,b33r,p3,Span,single,9,7,1.62,4.32,2,Eng,54,42,54,42,0.777777778,4
b33r_sop3_longestoverlap_ISI_10_test,b33r,p3,Span,single,10,5,1.98,2.52,2,Eng,54,42,54,42,0.777777778,4
b33r_sdp4_longestoverlap_ISI_0_test,b33r,p4,Span,mixed,0,3,1.28,2.34,2,Eng,54,42,54,42,0.777777778,4
b33r_sdp4_longestoverlap_ISI_2_test,b33r,p4,Span,mixed,2,3,2.48,1.21,2,Eng,54,42,54,42,0.777777778,4
b33r_sdp4_longestoverlap_ISI_4_test,b33r,p4,Span,mixed,4,3,1.4,2.14,2,Eng,54,42,54,42,0.777777778,4
b33r_sdp4_longestoverlap_ISI_6_test,b33r,p4,Span,mixed,6,5,2.06,2.43,2,Eng,54,42,54,42,0.777777778,4
b33r_sdp4_longestoverlap_ISI_10_test,b33r,p4,Span,mixed,10,3,1.7,1.76,2,Eng,54,42,54,42,0.777777778,4
b33r_sop4_longestoverlap_ISI_0_test,b33r,p4,Span,single,0,5,1.92,2.6,2,Eng,54,42,54,42,0.777777778,4
b33r_sop4_longestoverlap_ISI_2_test,b33r,p4,Span,single,2,4,1.64,2.44,2,Eng,54,42,54,42,0.777777778,4
b33r_sop4_longestoverlap_ISI_4_test,b33r,p4,Span,single,4,3,1.36,2.21,2,Eng,54,42,54,42,0.777777778,4
b33r_sop4_longestoverlap_ISI_6_test,b33r,p4,Span,single,6,7,2.4,2.92,2,Eng,54,42,54,42,0.777777778,4
b33r_sop4_longestoverlap_ISI_10_test,b33r,p4,Span,single,10,4,2.82,1.42,2,Eng,54,42,54,42,0.777777778,4
b34_sdp3_longestoverlap_ISI_0_test,b34,p3,Span,mixed,0,7,1.5,4.67,3,Eng,72,55,72,55,0.763888889,6
b34_sdp3_longestoverlap_ISI_1_test,b34,p3,Span,mixed,1,6,1.56,3.85,3,Eng,72,55,72,55,0.763888889,6
b34_sdp3_longestoverlap_ISI_2_test,b34,p3,Span,mixed,2,3,1.16,2.59,3,Eng,72,55,72,55,0.763888889,6
b34_sdp3_longestoverlap_ISI_4_test,b34,p3,Span,mixed,4,4,1.1,3.64,3,Eng,72,55,72,55,0.763888889,6
b34_sdp3_longestoverlap_ISI_7_test,b34,p3,Span,mixed,7,4,1.12,3.57,3,Eng,72,55,72,55,0.763888889,6
b34_sdp3_longestoverlap_ISI_9_test,b34,p3,Span,mixed,9,2,0.7,2.86,3,Eng,72,55,72,55,0.763888889,6
b34_sop3_longestoverlap_ISI_0_test,b34,p3,Span,single,0,3,0.8,3.75,3,Eng,72,55,72,55,0.763888889,6
b34_sop3_longestoverlap_ISI_1_test,b34,p3,Span,single,1,4,1.06,3.77,3,Eng,72,55,72,55,0.763888889,6
b34_sop3_longestoverlap_ISI_2_test,b34,p3,Span,single,2,5,0.88,5.68,3,Eng,72,55,72,55,0.763888889,6
b34_sop3_longestoverlap_ISI_4_test,b34,p3,Span,single,4,2,0.88,2.27,3,Eng,72,55,72,55,0.763888889,6
b34_sop3_longestoverlap_ISI_7_test,b34,p3,Span,single,7,3,1.44,2.08,3,Eng,72,55,72,55,0.763888889,6
b34_sop3_longestoverlap_ISI_9_test,b34,p3,Span,single,9,4,1.12,3.57,3,Eng,72,55,72,55,0.763888889,6
b34_sdp4_longestoverlap_ISI_0_test,b34,p4,Span,mixed,0,5,1.12,4.46,3,Eng,72,55,72,55,0.763888889,6
b34_sdp4_longestoverlap_ISI_1_test,b34,p4,Span,mixed,1,3,0.66,4.54,3,Eng,72,55,72,55,0.763888889,6
b34_sdp4_longestoverlap_ISI_2_test,b34,p4,Span,mixed,2,3,0.84,3.57,3,Eng,72,55,72,55,0.763888889,6
b34_sdp4_longestoverlap_ISI_5_test,b34,p4,Span,mixed,5,7,1.94,3.61,3,Eng,72,55,72,55,0.763888889,6
b34_sdp4_longestoverlap_ISI_7_test,b34,p4,Span,mixed,7,6,1.78,3.37,3,Eng,72,55,72,55,0.763888889,6
b34_sdp4_longestoverlap_ISI_9_test,b34,p4,Span,mixed,9,10,1.96,5.1,3,Eng,72,55,72,55,0.763888889,6
b34_sdp4_longestoverlap_ISI_10_test,b34,p4,Span,mixed,10,6,2.26,2.65,3,Eng,72,55,72,55,0.763888889,6
b34_sop4_longestoverlap_ISI_0_test,b34,p4,Span,single,0,4,0.96,4.17,3,Eng,72,55,72,55,0.763888889,6
b34_sop4_longestoverlap_ISI_1_test,b34,p4,Span,single,1,3,0.62,4.84,3,Eng,72,55,72,55,0.763888889,6
b34_sop4_longestoverlap_ISI_2_test,b34,p4,Span,single,2,8,1.52,5.26,3,Eng,72,55,72,55,0.763888889,6
b34_sop4_longestoverlap_ISI_5_test,b34,p4,Span,single,5,10,2,5,3,Eng,72,55,72,55,0.763888889,6
b34_sop4_longestoverlap_ISI_7_test,b34,p4,Span,single,7,6,1.52,3.95,3,Eng,72,55,72,55,0.763888889,6
b34_sop4_longestoverlap_ISI_9_test,b34,p4,Span,single,9,10,2.26,4.42,3,Eng,72,55,72,55,0.763888889,6
b34_sop4_longestoverlap_ISI_10_test,b34,p4,Span,single,10,8,2.12,3.77,3,Eng,72,55,72,55,0.763888889,6
b35_sdp3_longestoverlap_ISI_0_test,b35,p3,Span,mixed,0,6,1.76,3.41,4,Eng,60,54,60,54,0.9,10
b35_sdp3_longestoverlap_ISI_1_test,b35,p3,Span,mixed,1,3,0.74,4.05,4,Eng,60,54,60,54,0.9,10
b35_sdp3_longestoverlap_ISI_2_test,b35,p3,Span,mixed,2,3,1.6,1.87,4,Eng,60,54,60,54,0.9,10
b35_sdp3_longestoverlap_ISI_4_test,b35,p3,Span,mixed,4,6,1.46,4.11,4,Eng,60,54,60,54,0.9,10
b35_sdp3_longestoverlap_ISI_5_test,b35,p3,Span,mixed,5,4,1.52,2.63,4,Eng,60,54,60,54,0.9,10
b35_sdp3_longestoverlap_ISI_7_test,b35,p3,Span,mixed,7,2,0.66,3.03,4,Eng,60,54,60,54,0.9,10
b35_sdp3_longestoverlap_ISI_9_test,b35,p3,Span,mixed,9,3,0.88,3.41,4,Eng,60,54,60,54,0.9,10
b35_sop3_longestoverlap_ISI_0_test,b35,p3,Span,single,0,4,1.56,2.56,4,Eng,60,54,60,54,0.9,10
b35_sop3_longestoverlap_ISI_1_test,b35,p3,Span,single,1,4,1.12,3.57,4,Eng,60,54,60,54,0.9,10
b35_sop3_longestoverlap_ISI_2_test,b35,p3,Span,single,2,6,1.9,3.16,4,Eng,60,54,60,54,0.9,10
b35_sop3_longestoverlap_ISI_4_test,b35,p3,Span,single,4,3,1.3,2.31,4,Eng,60,54,60,54,0.9,10
b35_sop3_longestoverlap_ISI_5_test,b35,p3,Span,single,5,3,0.88,3.41,4,Eng,60,54,60,54,0.9,10
b35_sop3_longestoverlap_ISI_7_test,b35,p3,Span,single,7,2,0.82,2.44,4,Eng,60,54,60,54,0.9,10
b35_sop3_longestoverlap_ISI_9_test,b35,p3,Span,single,9,2,1.74,1.15,4,Eng,60,54,60,54,0.9,10
b35_sdp4_longestoverlap_ISI_0_test,b35,p4,Span,mixed,0,2,0.68,2.94,4,Eng,60,54,60,54,0.9,10
b35_sdp4_longestoverlap_ISI_5_test,b35,p4,Span,mixed,5,8,2.04,3.92,4,Eng,60,54,60,54,0.9,10
b35_sdp4_longestoverlap_ISI_7_test,b35,p4,Span,mixed,7,9,3.28,2.74,4,Eng,60,54,60,54,0.9,10
b35_sdp4_longestoverlap_ISI_9_test,b35,p4,Span,mixed,9,9,2.26,3.98,4,Eng,60,54,60,54,0.9,10
b35_sdp4_longestoverlap_ISI_10_test,b35,p4,Span,mixed,10,4,1.4,2.86,4,Eng,60,54,60,54,0.9,10
b35_sop4_longestoverlap_ISI_0_test,b35,p4,Span,single,0,4,1.02,3.92,4,Eng,60,54,60,54,0.9,10
b35_sop4_longestoverlap_ISI_5_test,b35,p4,Span,single,5,8,1.94,4.12,4,Eng,60,54,60,54,0.9,10
b35_sop4_longestoverlap_ISI_7_test,b35,p4,Span,single,7,9,2.8,3.21,4,Eng,60,54,60,54,0.9,10
b35_sop4_longestoverlap_ISI_9_test,b35,p4,Span,single,9,9,2.54,3.54,4,Eng,60,54,60,54,0.9,10
b35_sop4_longestoverlap_ISI_10_test,b35,p4,Span,single,10,3,1.4,2.14,4,Eng,60,54,60,54,0.9,10
b36_sdp3_longestoverlap_ISI_0_test,b36,p3,Span,mixed,0,13,3.78,3.44,5,Eng,71,32,71,32,0.450704225,0
b36_sdp3_longestoverlap_ISI_1_test,b36,p3,Span,mixed,1,3,1.14,2.63,5,Eng,71,32,71,32,0.450704225,0
b36_sdp3_longestoverlap_ISI_2_test,b36,p3,Span,mixed,2,7,1.74,4.02,5,Eng,71,32,71,32,0.450704225,0
b36_sdp3_longestoverlap_ISI_3_test,b36,p3,Span,mixed,3,5,1.98,2.52,5,Eng,71,32,71,32,0.450704225,0
b36_sdp3_longestoverlap_ISI_4_test,b36,p3,Span,mixed,4,3,1.28,2.34,5,Eng,71,32,71,32,0.450704225,0
b36_sdp3_longestoverlap_ISI_5_test,b36,p3,Span,mixed,5,5,1.4,3.57,5,Eng,71,32,71,32,0.450704225,0
b36_sdp3_longestoverlap_ISI_7_test,b36,p3,Span,mixed,7,14,3.84,3.65,5,Eng,71,32,71,32,0.450704225,0
b36_sdp3_longestoverlap_ISI_9_test,b36,p3,Span,mixed,9,9,4.2,2.14,5,Eng,71,32,71,32,0.450704225,0
b36_sdp3_longestoverlap_ISI_10_test,b36,p3,Span,mixed,10,5,2.3,2.17,5,Eng,71,32,71,32,0.450704225,0
b36_sop3_longestoverlap_ISI_0_test,b36,p3,Span,single,0,6,1.76,3.41,5,Eng,71,32,71,32,0.450704225,0
b36_sop3_longestoverlap_ISI_1_test,b36,p3,Span,single,1,7,1.96,3.57,5,Eng,71,32,71,32,0.450704225,0
b36_sop3_longestoverlap_ISI_2_test,b36,p3,Span,single,2,3,1.28,2.34,5,Eng,71,32,71,32,0.450704225,0
b36_sop3_longestoverlap_ISI_3_test,b36,p3,Span,single,3,5,0.9,5.55,5,Eng,71,32,71,32,0.450704225,0
b36_sop3_longestoverlap_ISI_4_test,b36,p3,Span,single,4,6,1.08,5.55,5,Eng,71,32,71,32,0.450704225,0
b36_sop3_longestoverlap_ISI_5_test,b36,p3,Span,single,5,4,1.26,3.17,5,Eng,71,32,71,32,0.450704225,0
b36_sop3_longestoverlap_ISI_7_test,b36,p3,Span,single,7,8,2.24,3.57,5,Eng,71,32,71,32,0.450704225,0
b36_sop3_longestoverlap_ISI_9_test,b36,p3,Span,single,9,8,2.8,2.86,5,Eng,71,32,71,32,0.450704225,0
b36_sop3_longestoverlap_ISI_10_test,b36,p3,Span,single,10,5,1.7,2.94,5,Eng,71,32,71,32,0.450704225,0
b36_sdp4_longestoverlap_ISI_1_test,b36,p4,Span,mixed,1,2,1.1,1.82,5,Eng,71,32,71,32,0.450704225,0
b36_sdp4_longestoverlap_ISI_2_test,b36,p4,Span,mixed,2,4,1.36,2.94,5,Eng,71,32,71,32,0.450704225,0
b36_sdp4_longestoverlap_ISI_5_test,b36,p4,Span,mixed,5,7,1.86,3.76,5,Eng,71,32,71,32,0.450704225,0
b36_sdp4_longestoverlap_ISI_6_test,b36,p4,Span,mixed,6,4,1.18,3.39,5,Eng,71,32,71,32,0.450704225,0
b36_sdp4_longestoverlap_ISI_7_test,b36,p4,Span,mixed,7,13,4.02,3.23,5,Eng,71,32,71,32,0.450704225,0
b36_sdp4_longestoverlap_ISI_10_test,b36,p4,Span,mixed,10,4,1.14,3.51,5,Eng,71,32,71,32,0.450704225,0
b36_sop4_longestoverlap_ISI_1_test,b36,p4,Span,single,1,2,0.64,3.12,5,Eng,71,32,71,32,0.450704225,0
b36_sop4_longestoverlap_ISI_2_test,b36,p4,Span,single,2,7,2.06,3.4,5,Eng,71,32,71,32,0.450704225,0
b36_sop4_longestoverlap_ISI_5_test,b36,p4,Span,single,5,6,1.9,3.16,5,Eng,71,32,71,32,0.450704225,0
b36_sop4_longestoverlap_ISI_6_test,b36,p4,Span,single,6,3,1.66,1.81,5,Eng,71,32,71,32,0.450704225,0
b36_sop4_longestoverlap_ISI_7_test,b36,p4,Span,single,7,8,2.02,3.96,5,Eng,71,32,71,32,0.450704225,0
b36_sop4_longestoverlap_ISI_10_test,b36,p4,Span,single,10,4,1.16,3.45,5,Eng,71,32,71,32,0.450704225,0
b37r_sdp3_longestoverlap_ISI_0_test,b37r,p3,Span,mixed,0,5,1.74,2.87,6,Eng,62,55,62,55,0.887096774,5
b37r_sdp3_longestoverlap_ISI_2_test,b37r,p3,Span,mixed,2,8,1.74,4.6,6,Eng,62,55,62,55,0.887096774,5
b37r_sdp3_longestoverlap_ISI_4_test,b37r,p3,Span,mixed,4,6,1.9,3.16,6,Eng,62,55,62,55,0.887096774,5
b37r_sdp3_longestoverlap_ISI_5_test,b37r,p3,Span,mixed,5,10,4.06,2.46,6,Eng,62,55,62,55,0.887096774,5
b37r_sdp3_longestoverlap_ISI_6_test,b37r,p3,Span,mixed,6,3,1.04,2.88,6,Eng,62,55,62,55,0.887096774,5
b37r_sdp3_longestoverlap_ISI_7_test,b37r,p3,Span,mixed,7,5,1.6,3.12,6,Eng,62,55,62,55,0.887096774,5
b37r_sdp3_longestoverlap_ISI_9_test,b37r,p3,Span,mixed,9,5,1.5,3.33,6,Eng,62,55,62,55,0.887096774,5
b37r_sdp3_longestoverlap_ISI_10_test,b37r,p3,Span,mixed,10,9,2.62,3.43,6,Eng,62,55,62,55,0.887096774,5
b37r_sop3_longestoverlap_ISI_0_test,b37r,p3,Span,single,0,8,2.62,3.05,6,Eng,62,55,62,55,0.887096774,5
b37r_sop3_longestoverlap_ISI_2_test,b37r,p3,Span,single,2,4,1.84,2.17,6,Eng,62,55,62,55,0.887096774,5
b37r_sop3_longestoverlap_ISI_4_test,b37r,p3,Span,single,4,8,2.22,3.6,6,Eng,62,55,62,55,0.887096774,5
b37r_sop3_longestoverlap_ISI_5_test,b37r,p3,Span,single,5,9,2.36,3.81,6,Eng,62,55,62,55,0.887096774,5
b37r_sop3_longestoverlap_ISI_6_test,b37r,p3,Span,single,6,2,0.98,2.04,6,Eng,62,55,62,55,0.887096774,5
b37r_sop3_longestoverlap_ISI_7_test,b37r,p3,Span,single,7,8,1.78,4.49,6,Eng,62,55,62,55,0.887096774,5
b37r_sop3_longestoverlap_ISI_9_test,b37r,p3,Span,single,9,6,2.28,2.63,6,Eng,62,55,62,55,0.887096774,5
b37r_sop3_longestoverlap_ISI_10_test,b37r,p3,Span,single,10,8,2.06,3.88,6,Eng,62,55,62,55,0.887096774,5
b37r_sdp4_longestoverlap_ISI_0_test,b37r,p4,Span,mixed,0,2,0.76,2.63,6,Eng,62,55,62,55,0.887096774,5
b37r_sdp4_longestoverlap_ISI_1_test,b37r,p4,Span,mixed,1,8,2.44,3.28,6,Eng,62,55,62,55,0.887096774,5
b37r_sdp4_longestoverlap_ISI_2_test,b37r,p4,Span,mixed,2,4,1.14,3.51,6,Eng,62,55,62,55,0.887096774,5
b37r_sdp4_longestoverlap_ISI_5_test,b37r,p4,Span,mixed,5,6,1.36,4.41,6,Eng,62,55,62,55,0.887096774,5
b37r_sdp4_longestoverlap_ISI_9_test,b37r,p4,Span,mixed,9,7,1.88,3.72,6,Eng,62,55,62,55,0.887096774,5
b37r_sop4_longestoverlap_ISI_0_test,b37r,p4,Span,single,0,4,0.66,6.06,6,Eng,62,55,62,55,0.887096774,5
b37r_sop4_longestoverlap_ISI_1_test,b37r,p4,Span,single,1,7,2.08,3.36,6,Eng,62,55,62,55,0.887096774,5
b37r_sop4_longestoverlap_ISI_2_test,b37r,p4,Span,single,2,3,0.98,3.06,6,Eng,62,55,62,55,0.887096774,5
b37r_sop4_longestoverlap_ISI_5_test,b37r,p4,Span,single,5,4,1.32,3.03,6,Eng,62,55,62,55,0.887096774,5
b37r_sop4_longestoverlap_ISI_9_test,b37r,p4,Span,single,9,3,1.2,2.5,6,Eng,62,55,62,55,0.887096774,5
b38_sdp3_longestoverlap_ISI_0_test,b38,p3,Span,mixed,0,4,1.4,2.86,7,Eng,69,30,69,30,0.434782609,0
b38_sdp3_longestoverlap_ISI_2_test,b38,p3,Span,mixed,2,8,1.94,4.12,7,Eng,69,30,69,30,0.434782609,0
b38_sdp3_longestoverlap_ISI_3_test,b38,p3,Span,mixed,3,3,0.9,3.33,7,Eng,69,30,69,30,0.434782609,0
