Filename,Particip_ID,Pgph,DefaultLang,CS_cond,Region,nsyll,duration,speechrate,List,Dom_lang,Eng_sprint,Span_sprint,Dom_Sprint,Nondom_Sprint,BLI_Score,Eng_AOA
b35_eop1_longestoverlap_ISI_8_test,b35,p1,Eng,single,8,3,0.82,3.66,4,Eng,60,54,60,54,0.9,10
b35_eop1_longestoverlap_ISI_9_test,b35,p1,Eng,single,9,11,2.68,4.1,4,Eng,60,54,60,54,0.9,10
b35_eop1_longestoverlap_ISI_10_test,b35,p1,Eng,single,10,6,1.74,3.45,4,Eng,60,54,60,54,0.9,10
b35_edp2_longestoverlap_ISI_0_test,b35,p2,Eng,mixed,0,10,2.14,4.67,4,Eng,60,54,60,54,0.9,10
b35_edp2_longestoverlap_ISI_1_test,b35,p2,Eng,mixed,1,11,2.78,3.96,4,Eng,60,54,60,54,0.9,10
b35_edp2_longestoverlap_ISI_3_test,b35,p2,Eng,mixed,3,2,0.62,3.22,4,Eng,60,54,60,54,0.9,10
b35_edp2_longestoverlap_ISI_4_test,b35,p2,Eng,mixed,4,4,0.94,4.25,4,Eng,60,54,60,54,0.9,10
b35_edp2_longestoverlap_ISI_5_test,b35,p2,Eng,mixed,5,12,3.2,3.75,4,Eng,60,54,60,54,0.9,10
b35_edp2_longestoverlap_ISI_6_test,b35,p2,Eng,mixed,6,4,1.3,3.08,4,Eng,60,54,60,54,0.9,10
b35_edp2_longestoverlap_ISI_7_test,b35,p2,Eng,mixed,7,12,2.76,4.35,4,Eng,60,54,60,54,0.9,10
b35_edp2_longestoverlap_ISI_8_test,b35,p2,Eng,mixed,8,2,0.94,2.13,4,Eng,60,54,60,54,0.9,10
b35_edp2_longestoverlap_ISI_9_test,b35,p2,Eng,mixed,9,5,1.42,3.52,4,Eng,60,54,60,54,0.9,10
b35_edp2_longestoverlap_ISI_10_test,b35,p2,Eng,mixed,10,5,1.42,3.52,4,Eng,60,54,60,54,0.9,10
b35_eop2_longestoverlap_ISI_0_test,b35,p2,Eng,single,0,8,2.18,3.67,4,Eng,60,54,60,54,0.9,10
b35_eop2_longestoverlap_ISI_1_test,b35,p2,Eng,single,1,10,2.92,3.42,4,Eng,60,54,60,54,0.9,10
b35_eop2_longestoverlap_ISI_3_test,b35,p2,Eng,single,3,2,0.56,3.57,4,Eng,60,54,60,54,0.9,10
b35_eop2_longestoverlap_ISI_4_test,b35,p2,Eng,single,4,4,1,4,4,Eng,60,54,60,54,0.9,10
b35_eop2_longestoverlap_ISI_5_test,b35,p2,Eng,single,5,13,3.02,4.3,4,Eng,60,54,60,54,0.9,10
b35_eop2_longestoverlap_ISI_6_test,b35,p2,Eng,single,6,4,1.18,3.39,4,Eng,60,54,60,54,0.9,10
b35_eop2_longestoverlap_ISI_7_test,b35,p2,Eng,single,7,12,2.88,4.17,4,Eng,60,54,60,54,0.9,10
b35_eop2_longestoverlap_ISI_8_test,b35,p2,Eng,single,8,3,1.02,2.94,4,Eng,60,54,60,54,0.9,10
b35_eop2_longestoverlap_ISI_9_test,b35,p2,Eng,single,9,6,1.52,3.95,4,Eng,60,54,60,54,0.9,10
b35_eop2_longestoverlap_ISI_10_test,b35,p2,Eng,single,10,5,1.46,3.42,4,Eng,60,54,60,54,0.9,10
b36_edp1_longestoverlap_ISI_0_test,b36,p1,Eng,mixed,0,3,0.82,3.66,5,Eng,71,32,71,32,0.450704225,0
b36_edp1_longestoverlap_ISI_1_test,b36,p1,Eng,mixed,1,14,3.04,4.6,5,Eng,71,32,71,32,0.450704225,0
b36_edp1_longestoverlap_ISI_2_test,b36,p1,Eng,mixed,2,3,1.16,2.59,5,Eng,71,32,71,32,0.450704225,0
b36_edp1_longestoverlap_ISI_3_test,b36,p1,Eng,mixed,3,9,1.94,4.64,5,Eng,71,32,71,32,0.450704225,0
b36_edp1_longestoverlap_ISI_4_test,b36,p1,Eng,mixed,4,2,1.04,1.92,5,Eng,71,32,71,32,0.450704225,0
b36_edp1_longestoverlap_ISI_5_test,b36,p1,Eng,mixed,5,10,2.24,4.46,5,Eng,71,32,71,32,0.450704225,0
b36_edp1_longestoverlap_ISI_6_test,b36,p1,Eng,mixed,6,13,2.9,4.48,5,Eng,71,32,71,32,0.450704225,0
b36_edp1_longestoverlap_ISI_7_test,b36,p1,Eng,mixed,7,5,1.72,2.91,5,Eng,71,32,71,32,0.450704225,0
b36_edp1_longestoverlap_ISI_8_test,b36,p1,Eng,mixed,8,11,2.56,4.3,5,Eng,71,32,71,32,0.450704225,0
b36_edp1_longestoverlap_ISI_10_test,b36,p1,Eng,mixed,10,3,0.68,4.41,5,Eng,71,32,71,32,0.450704225,0
b36_eop1_longestoverlap_ISI_0_test,b36,p1,Eng,single,0,3,0.84,3.57,5,Eng,71,32,71,32,0.450704225,0
b36_eop1_longestoverlap_ISI_1_test,b36,p1,Eng,single,1,11,2.72,4.04,5,Eng,71,32,71,32,0.450704225,0
b36_eop1_longestoverlap_ISI_2_test,b36,p1,Eng,single,2,2,0.82,2.44,5,Eng,71,32,71,32,0.450704225,0
b36_eop1_longestoverlap_ISI_3_test,b36,p1,Eng,single,3,10,2.34,4.27,5,Eng,71,32,71,32,0.450704225,0
b36_eop1_longestoverlap_ISI_4_test,b36,p1,Eng,single,4,2,0.58,3.45,5,Eng,71,32,71,32,0.450704225,0
b36_eop1_longestoverlap_ISI_5_test,b36,p1,Eng,single,5,10,2.4,4.17,5,Eng,71,32,71,32,0.450704225,0
b36_eop1_longestoverlap_ISI_6_test,b36,p1,Eng,single,6,11,2.66,4.13,5,Eng,71,32,71,32,0.450704225,0
b36_eop1_longestoverlap_ISI_7_test,b36,p1,Eng,single,7,5,1.04,4.81,5,Eng,71,32,71,32,0.450704225,0
b36_eop1_longestoverlap_ISI_8_test,b36,p1,Eng,single,8,10,3.02,3.31,5,Eng,71,32,71,32,0.450704225,0
b36_eop1_longestoverlap_ISI_10_test,b36,p1,Eng,single,10,3,0.62,4.84,5,Eng,71,32,71,32,0.450704225,0
b36_edp2_longestoverlap_ISI_0_test,b36,p2,Eng,mixed,0,14,3.14,4.46,5,Eng,71,32,71,32,0.450704225,0
b36_edp2_longestoverlap_ISI_1_test,b36,p2,Eng,mixed,1,15,2.78,5.39,5,Eng,71,32,71,32,0.450704225,0
b36_edp2_longestoverlap_ISI_3_test,b36,p2,Eng,mixed,3,3,0.88,3.41,5,Eng,71,32,71,32,0.450704225,0
b36_edp2_longestoverlap_ISI_4_test,b36,p2,Eng,mixed,4,10,1.84,5.43,5,Eng,71,32,71,32,0.450704225,0
b36_edp2_longestoverlap_ISI_5_test,b36,p2,Eng,mixed,5,13,2.34,5.55,5,Eng,71,32,71,32,0.450704225,0
b36_edp2_longestoverlap_ISI_6_test,b36,p2,Eng,mixed,6,8,1.86,4.3,5,Eng,71,32,71,32,0.450704225,0
b36_edp2_longestoverlap_ISI_7_test,b36,p2,Eng,mixed,7,12,2.36,5.08,5,Eng,71,32,71,32,0.450704225,0
b36_edp2_longestoverlap_ISI_8_test,b36,p2,Eng,mixed,8,2,0.8,2.5,5,Eng,71,32,71,32,0.450704225,0
b36_edp2_longestoverlap_ISI_9_test,b36,p2,Eng,mixed,9,12,3.1,3.87,5,Eng,71,32,71,32,0.450704225,0
b36_edp2_longestoverlap_ISI_10_test,b36,p2,Eng,mixed,10,7,2.06,3.4,5,Eng,71,32,71,32,0.450704225,0
b36_eop2_longestoverlap_ISI_0_test,b36,p2,Eng,single,0,13,2.88,4.51,5,Eng,71,32,71,32,0.450704225,0
b36_eop2_longestoverlap_ISI_1_test,b36,p2,Eng,single,1,9,2.34,3.85,5,Eng,71,32,71,32,0.450704225,0
b36_eop2_longestoverlap_ISI_3_test,b36,p2,Eng,single,3,2,0.5,4,5,Eng,71,32,71,32,0.450704225,0
b36_eop2_longestoverlap_ISI_4_test,b36,p2,Eng,single,4,9,1.78,5.06,5,Eng,71,32,71,32,0.450704225,0
b36_eop2_longestoverlap_ISI_5_test,b36,p2,Eng,single,5,10,2.1,4.76,5,Eng,71,32,71,32,0.450704225,0
b36_eop2_longestoverlap_ISI_6_test,b36,p2,Eng,single,6,8,1.52,5.26,5,Eng,71,32,71,32,0.450704225,0
b36_eop2_longestoverlap_ISI_7_test,b36,p2,Eng,single,7,13,2.58,5.04,5,Eng,71,32,71,32,0.450704225,0
b36_eop2_longestoverlap_ISI_8_test,b36,p2,Eng,single,8,2,0.72,2.78,5,Eng,71,32,71,32,0.450704225,0
b36_eop2_longestoverlap_ISI_9_test,b36,p2,Eng,single,9,12,2.38,5.04,5,Eng,71,32,71,32,0.450704225,0
b36_eop2_longestoverlap_ISI_10_test,b36,p2,Eng,single,10,7,1.34,5.22,5,Eng,71,32,71,32,0.450704225,0
b37r_edp1_longestoverlap_ISI_0_test,b37r,p1,Eng,mixed,0,5,1.54,3.25,6,Eng,62,55,62,55,0.887096774,5
b37r_edp1_longestoverlap_ISI_1_test,b37r,p1,Eng,mixed,1,11,3.14,3.5,6,Eng,62,55,62,55,0.887096774,5
b37r_edp1_longestoverlap_ISI_2_test,b37r,p1,Eng,mixed,2,8,2.02,3.96,6,Eng,62,55,62,55,0.887096774,5
b37r_edp1_longestoverlap_ISI_3_test,b37r,p1,Eng,mixed,3,8,1.78,4.49,6,Eng,62,55,62,55,0.887096774,5
b37r_edp1_longestoverlap_ISI_4_test,b37r,p1,Eng,mixed,4,4,0.94,4.25,6,Eng,62,55,62,55,0.887096774,5
b37r_edp1_longestoverlap_ISI_5_test,b37r,p1,Eng,mixed,5,13,3.36,3.87,6,Eng,62,55,62,55,0.887096774,5
b37r_edp1_longestoverlap_ISI_6_test,b37r,p1,Eng,mixed,6,5,1.74,2.87,6,Eng,62,55,62,55,0.887096774,5
b37r_edp1_longestoverlap_ISI_7_test,b37r,p1,Eng,mixed,7,5,1.46,3.42,6,Eng,62,55,62,55,0.887096774,5
b37r_edp1_longestoverlap_ISI_8_test,b37r,p1,Eng,mixed,8,6,2.2,2.73,6,Eng,62,55,62,55,0.887096774,5
b37r_edp1_longestoverlap_ISI_9_test,b37r,p1,Eng,mixed,9,11,2.16,5.09,6,Eng,62,55,62,55,0.887096774,5
b37r_edp1_longestoverlap_ISI_10_test,b37r,p1,Eng,mixed,10,3,1.38,2.17,6,Eng,62,55,62,55,0.887096774,5
b37r_eop1_longestoverlap_ISI_0_test,b37r,p1,Eng,single,0,7,1.68,4.17,6,Eng,62,55,62,55,0.887096774,5
b37r_eop1_longestoverlap_ISI_1_test,b37r,p1,Eng,single,1,11,2.74,4.01,6,Eng,62,55,62,55,0.887096774,5
b37r_eop1_longestoverlap_ISI_2_test,b37r,p1,Eng,single,2,8,1.78,4.49,6,Eng,62,55,62,55,0.887096774,5
b37r_eop1_longestoverlap_ISI_3_test,b37r,p1,Eng,single,3,6,1.72,3.49,6,Eng,62,55,62,55,0.887096774,5
b37r_eop1_longestoverlap_ISI_4_test,b37r,p1,Eng,single,4,4,0.9,4.44,6,Eng,62,55,62,55,0.887096774,5
b37r_eop1_longestoverlap_ISI_5_test,b37r,p1,Eng,single,5,15,3.44,4.36,6,Eng,62,55,62,55,0.887096774,5
b37r_eop1_longestoverlap_ISI_6_test,b37r,p1,Eng,single,6,7,1.74,4.02,6,Eng,62,55,62,55,0.887096774,5
b37r_eop1_longestoverlap_ISI_7_test,b37r,p1,Eng,single,7,6,1.12,5.36,6,Eng,62,55,62,55,0.887096774,5
b37r_eop1_longestoverlap_ISI_8_test,b37r,p1,Eng,single,8,6,2.18,2.75,6,Eng,62,55,62,55,0.887096774,5
b37r_eop1_longestoverlap_ISI_9_test,b37r,p1,Eng,single,9,11,2.32,4.74,6,Eng,62,55,62,55,0.887096774,5
b37r_eop1_longestoverlap_ISI_10_test,b37r,p1,Eng,single,10,4,1.24,3.23,6,Eng,62,55,62,55,0.887096774,5
b37r_edp2_longestoverlap_ISI_0_test,b37r,p2,Eng,mixed,0,8,2.46,3.25,6,Eng,62,55,62,55,0.887096774,5
b37r_edp2_longestoverlap_ISI_1_test,b37r,p2,Eng,mixed,1,4,1.18,3.39,6,Eng,62,55,62,55,0.887096774,5
b37r_edp2_longestoverlap_ISI_2_test,b37r,p2,Eng,mixed,2,5,1.32,3.79,6,Eng,62,55,62,55,0.887096774,5
b37r_edp2_longestoverlap_ISI_3_test,b37r,p2,Eng,mixed,3,2,0.54,3.7,6,Eng,62,55,62,55,0.887096774,5
b37r_edp2_longestoverlap_ISI_4_test,b37r,p2,Eng,mixed,4,9,1.62,5.55,6,Eng,62,55,62,55,0.887096774,5
b37r_edp2_longestoverlap_ISI_5_test,b37r,p2,Eng,mixed,5,12,3.18,3.77,6,Eng,62,55,62,55,0.887096774,5
b37r_edp2_longestoverlap_ISI_6_test,b37r,p2,Eng,mixed,6,8,2.04,3.92,6,Eng,62,55,62,55,0.887096774,5
b37r_edp2_longestoverlap_ISI_7_test,b37r,p2,Eng,mixed,7,11,2.48,4.43,6,Eng,62,55,62,55,0.887096774,5
b37r_edp2_longestoverlap_ISI_8_test,b37r,p2,Eng,mixed,8,5,1.06,4.72,6,Eng,62,55,62,55,0.887096774,5
b37r_edp2_longestoverlap_ISI_9_test,b37r,p2,Eng,mixed,9,8,2.22,3.6,6,Eng,62,55,62,55,0.887096774,5
b37r_edp2_longestoverlap_ISI_10_test,b37r,p2,Eng,mixed,10,4,1.58,2.53,6,Eng,62,55,62,55,0.887096774,5
b37r_eop2_longestoverlap_ISI_0_test,b37r,p2,Eng,single,0,8,2.42,3.3,6,Eng,62,55,62,55,0.887096774,5
b37r_eop2_longestoverlap_ISI_1_test,b37r,p2,Eng,single,1,3,1.24,2.42,6,Eng,62,55,62,55,0.887096774,5
b37r_eop2_longestoverlap_ISI_2_test,b37r,p2,Eng,single,2,6,1.42,4.22,6,Eng,62,55,62,55,0.887096774,5
b37r_eop2_longestoverlap_ISI_3_test,b37r,p2,Eng,single,3,2,0.62,3.22,6,Eng,62,55,62,55,0.887096774,5
b37r_eop2_longestoverlap_ISI_4_test,b37r,p2,Eng,single,4,8,1.9,4.21,6,Eng,62,55,62,55,0.887096774,5
b37r_eop2_longestoverlap_ISI_5_test,b37r,p2,Eng,single,5,14,3.4,4.12,6,Eng,62,55,62,55,0.887096774,5
b37r_eop2_longestoverlap_ISI_6_test,b37r,p2,Eng,single,6,8,2.06,3.88,6,Eng,62,55,62,55,0.887096774,5
b37r_eop2_longestoverlap_ISI_7_test,b37r,p2,Eng,single,7,11,2.48,4.43,6,Eng,62,55,62,55,0.887096774,5
b37r_eop2_longestoverlap_ISI_8_test,b37r,p2,Eng,single,8,4,1.14,3.51,6,Eng,62,55,62,55,0.887096774,5
b37r_eop2_longestoverlap_ISI_9_test,b37r,p2,Eng,single,9,7,2.04,3.43,6,Eng,62,55,62,55,0.887096774,5
b37r_eop2_longestoverlap_ISI_10_test,b37r,p2,Eng,single,10,6,1.66,3.61,6,Eng,62,55,62,55,0.887096774,5
b38_edp1_longestoverlap_ISI_0_test,b38,p1,Eng,mixed,0,3,1.12,2.68,7,Eng,69,30,69,30,0.434782609,0
b38_edp1_longestoverlap_ISI_1_test,b38,p1,Eng,mixed,1,15,3.56,4.21,7,Eng,69,30,69,30,0.434782609,0
b38_edp1_longestoverlap_ISI_2_test,b38,p1,Eng,mixed,2,6,1.46,4.11,7,Eng,69,30,69,30,0.434782609,0
b38_edp1_longestoverlap_ISI_3_test,b38,p1,Eng,mixed,3,6,1.82,3.3,7,Eng,69,30,69,30,0.434782609,0
b38_edp1_longestoverlap_ISI_4_test,b38,p1,Eng,mixed,4,3,1.06,2.83,7,Eng,69,30,69,30,0.434782609,0
b38_edp1_longestoverlap_ISI_5_test,b38,p1,Eng,mixed,5,3,1.74,1.72,7,Eng,69,30,69,30,0.434782609,0
b38_edp1_longestoverlap_ISI_6_test,b38,p1,Eng,mixed,6,5,1.7,2.94,7,Eng,69,30,69,30,0.434782609,0
b38_edp1_longestoverlap_ISI_7_test,b38,p1,Eng,mixed,7,5,1.36,3.68,7,Eng,69,30,69,30,0.434782609,0
b38_edp1_longestoverlap_ISI_8_test,b38,p1,Eng,mixed,8,5,1.34,3.73,7,Eng,69,30,69,30,0.434782609,0
b38_edp1_longestoverlap_ISI_9_test,b38,p1,Eng,mixed,9,13,2.74,4.74,7,Eng,69,30,69,30,0.434782609,0
b38_edp1_longestoverlap_ISI_10_test,b38,p1,Eng,mixed,10,4,1.08,3.7,7,Eng,69,30,69,30,0.434782609,0
b38_eop1_longestoverlap_ISI_0_test,b38,p1,Eng,single,0,3,1.36,2.21,7,Eng,69,30,69,30,0.434782609,0
b38_eop1_longestoverlap_ISI_1_test,b38,p1,Eng,single,1,13,3.56,3.65,7,Eng,69,30,69,30,0.434782609,0
b38_eop1_longestoverlap_ISI_2_test,b38,p1,Eng,single,2,4,1.02,3.92,7,Eng,69,30,69,30,0.434782609,0
b38_eop1_longestoverlap_ISI_3_test,b38,p1,Eng,single,3,6,2.04,2.94,7,Eng,69,30,69,30,0.434782609,0
b38_eop1_longestoverlap_ISI_4_test,b38,p1,Eng,single,4,4,1.02,3.92,7,Eng,69,30,69,30,0.434782609,0
b38_eop1_longestoverlap_ISI_5_test,b38,p1,Eng,single,5,3,1.72,1.74,7,Eng,69,30,69,30,0.434782609,0
b38_eop1_longestoverlap_ISI_6_test,b38,p1,Eng,single,6,9,2.5,3.6,7,Eng,69,30,69,30,0.434782609,0
b38_eop1_longestoverlap_ISI_7_test,b38,p1,Eng,single,7,5,1.34,3.73,7,Eng,69,30,69,30,0.434782609,0
b38_eop1_longestoverlap_ISI_8_test,b38,p1,Eng,single,8,6,1.48,4.05,7,Eng,69,30,69,30,0.434782609,0
b38_eop1_longestoverlap_ISI_9_test,b38,p1,Eng,single,9,11,2.54,4.33,7,Eng,69,30,69,30,0.434782609,0
b38_eop1_longestoverlap_ISI_10_test,b38,p1,Eng,single,10,5,0.9,5.55,7,Eng,69,30,69,30,0.434782609,0
b38_edp2_longestoverlap_ISI_0_test,b38,p2,Eng,mixed,0,12,3.3,3.64,7,Eng,69,30,69,30,0.434782609,0
b38_edp2_longestoverlap_ISI_1_test,b38,p2,Eng,mixed,1,9,2.72,3.31,7,Eng,69,30,69,30,0.434782609,0
b38_edp2_longestoverlap_ISI_2_test,b38,p2,Eng,mixed,2,5,1.32,3.79,7,Eng,69,30,69,30,0.434782609,0
b38_edp2_longestoverlap_ISI_3_test,b38,p2,Eng,mixed,3,2,0.62,3.23,7,Eng,69,30,69,30,0.434782609,0
b38_edp2_longestoverlap_ISI_4_test,b38,p2,Eng,mixed,4,7,1.74,4.02,7,Eng,69,30,69,30,0.434782609,0
b38_edp2_longestoverlap_ISI_5_test,b38,p2,Eng,mixed,5,12,2.26,5.31,7,Eng,69,30,69,30,0.434782609,0
b38_edp2_longestoverlap_ISI_6_test,b38,p2,Eng,mixed,6,3,0.72,4.17,7,Eng,69,30,69,30,0.434782609,0
b38_edp2_longestoverlap_ISI_7_test,b38,p2,Eng,mixed,7,10,2.72,3.68,7,Eng,69,30,69,30,0.434782609,0
b38_edp2_longestoverlap_ISI_8_test,b38,p2,Eng,mixed,8,3,1.1,2.73,7,Eng,69,30,69,30,0.434782609,0
b38_edp2_longestoverlap_ISI_9_test,b38,p2,Eng,mixed,9,9,2.5,3.6,7,Eng,69,30,69,30,0.434782609,0
b38_edp2_longestoverlap_ISI_10_test,b38,p2,Eng,mixed,10,6,1.9,3.16,7,Eng,69,30,69,30,0.434782609,0
b38_eop2_longestoverlap_ISI_0_test,b38,p2,Eng,single,0,13,3.7,3.51,7,Eng,69,30,69,30,0.434782609,0
b38_eop2_longestoverlap_ISI_1_test,b38,p2,Eng,single,1,12,3.02,3.97,7,Eng,69,30,69,30,0.434782609,0
b38_eop2_longestoverlap_ISI_2_test,b38,p2,Eng,single,2,5,1.54,3.25,7,Eng,69,30,69,30,0.434782609,0
b38_eop2_longestoverlap_ISI_3_test,b38,p2,Eng,single,3,2,0.74,2.7,7,Eng,69,30,69,30,0.434782609,0
b38_eop2_longestoverlap_ISI_4_test,b38,p2,Eng,single,4,6,1.72,3.49,7,Eng,69,30,69,30,0.434782609,0
b38_eop2_longestoverlap_ISI_5_test,b38,p2,Eng,single,5,11,2.36,4.66,7,Eng,69,30,69,30,0.434782609,0
b38_eop2_longestoverlap_ISI_6_test,b38,p2,Eng,single,6,4,1.02,3.92,7,Eng,69,30,69,30,0.434782609,0
b38_eop2_longestoverlap_ISI_7_test,b38,p2,Eng,single,7,15,2.96,5.07,7,Eng,69,30,69,30,0.434782609,0
b38_eop2_longestoverlap_ISI_8_test,b38,p2,Eng,single,8,3,1.26,2.38,7,Eng,69,30,69,30,0.434782609,0
b38_eop2_longestoverlap_ISI_9_test,b38,p2,Eng,single,9,8,2.14,3.74,7,Eng,69,30,69,30,0.434782609,0
b38_eop2_longestoverlap_ISI_10_test,b38,p2,Eng,single,10,7,1.48,4.73,7,Eng,69,30,69,30,0.434782609,0
b39_edp1_longestoverlap_ISI_0_test,b39,p1,Eng,mixed,0,5,1.46,3.42,8,Eng,64,2,64,2,0.03125,1
b39_edp1_longestoverlap_ISI_1_test,b39,p1,Eng,mixed,1,13,2.74,4.74,8,Eng,64,2,64,2,0.03125,1
b39_edp1_longestoverlap_ISI_2_test,b39,p1,Eng,mixed,2,4,1.14,3.51,8,Eng,64,2,64,2,0.03125,1
b39_edp1_longestoverlap_ISI_3_test,b39,p1,Eng,mixed,3,13,2.8,4.64,8,Eng,64,2,64,2,0.03125,1
b39_edp1_longestoverlap_ISI_4_test,b39,p1,Eng,mixed,4,4,0.9,4.44,8,Eng,64,2,64,2,0.03125,1
b39_edp1_longestoverlap_ISI_5_test,b39,p1,Eng,mixed,5,9,2.56,3.51,8,Eng,64,2,64,2,0.03125,1
b39_edp1_longestoverlap_ISI_6_test,b39,p1,Eng,mixed,6,8,1.7,4.7,8,Eng,64,2,64,2,0.03125,1
b39_edp1_longestoverlap_ISI_7_test,b39,p1,Eng,mixed,7,4,1.04,3.85,8,Eng,64,2,64,2,0.03125,1
b39_edp1_longestoverlap_ISI_8_test,b39,p1,Eng,mixed,8,5,1.02,4.9,8,Eng,64,2,64,2,0.03125,1
b39_edp1_longestoverlap_ISI_9_test,b39,p1,Eng,mixed,9,10,2.54,3.94,8,Eng,64,2,64,2,0.03125,1
b39_edp1_longestoverlap_ISI_10_test,b39,p1,Eng,mixed,10,5,1.18,4.24,8,Eng,64,2,64,2,0.03125,1
b39_eop1_longestoverlap_ISI_0_test,b39,p1,Eng,single,0,7,2.02,3.46,8,Eng,64,2,64,2,0.03125,1
b39_eop1_longestoverlap_ISI_1_test,b39,p1,Eng,single,1,13,3.02,4.3,8,Eng,64,2,64,2,0.03125,1
b39_eop1_longestoverlap_ISI_2_test,b39,p1,Eng,single,2,4,1.04,3.85,8,Eng,64,2,64,2,0.03125,1
b39_eop1_longestoverlap_ISI_3_test,b39,p1,Eng,single,3,13,2.7,4.81,8,Eng,64,2,64,2,0.03125,1
b39_eop1_longestoverlap_ISI_4_test,b39,p1,Eng,single,4,4,0.96,4.17,8,Eng,64,2,64,2,0.03125,1
b39_eop1_longestoverlap_ISI_5_test,b39,p1,Eng,single,5,8,2.7,2.96,8,Eng,64,2,64,2,0.03125,1
b39_eop1_longestoverlap_ISI_6_test,b39,p1,Eng,single,6,7,1.62,4.32,8,Eng,64,2,64,2,0.03125,1
b39_eop1_longestoverlap_ISI_7_test,b39,p1,Eng,single,7,4,1,4,8,Eng,64,2,64,2,0.03125,1
b39_eop1_longestoverlap_ISI_8_test,b39,p1,Eng,single,8,3,0.82,3.66,8,Eng,64,2,64,2,0.03125,1
b39_eop1_longestoverlap_ISI_9_test,b39,p1,Eng,single,9,12,2.66,4.51,8,Eng,64,2,64,2,0.03125,1
b39_eop1_longestoverlap_ISI_10_test,b39,p1,Eng,single,10,5,1.24,4.03,8,Eng,64,2,64,2,0.03125,1
b39_edp2_longestoverlap_ISI_0_test,b39,p2,Eng,mixed,0,11,3.1,3.55,8,Eng,64,2,64,2,0.03125,1
b39_edp2_longestoverlap_ISI_1_test,b39,p2,Eng,mixed,1,11,2.58,4.26,8,Eng,64,2,64,2,0.03125,1
b39_edp2_longestoverlap_ISI_2_test,b39,p2,Eng,mixed,2,2,0.84,2.38,8,Eng,64,2,64,2,0.03125,1
b39_edp2_longestoverlap_ISI_3_test,b39,p2,Eng,mixed,3,2,0.56,3.57,8,Eng,64,2,64,2,0.03125,1
b39_edp2_longestoverlap_ISI_4_test,b39,p2,Eng,mixed,4,6,1.58,3.8,8,Eng,64,2,64,2,0.03125,1
b39_edp2_longestoverlap_ISI_5_test,b39,p2,Eng,mixed,5,14,2.8,5,8,Eng,64,2,64,2,0.03125,1
b39_edp2_longestoverlap_ISI_6_test,b39,p2,Eng,mixed,6,11,2.48,4.43,8,Eng,64,2,64,2,0.03125,1
b39_edp2_longestoverlap_ISI_7_test,b39,p2,Eng,mixed,7,10,2.36,4.24,8,Eng,64,2,64,2,0.03125,1
b39_edp2_longestoverlap_ISI_8_test,b39,p2,Eng,mixed,8,4,1.14,3.51,8,Eng,64,2,64,2,0.03125,1
b39_edp2_longestoverlap_ISI_9_test,b39,p2,Eng,mixed,9,11,2.72,4.04,8,Eng,64,2,64,2,0.03125,1
b39_edp2_longestoverlap_ISI_10_test,b39,p2,Eng,mixed,10,5,1.22,4.1,8,Eng,64,2,64,2,0.03125,1
b39_eop2_longestoverlap_ISI_0_test,b39,p2,Eng,single,0,13,3.18,4.09,8,Eng,64,2,64,2,0.03125,1
b39_eop2_longestoverlap_ISI_1_test,b39,p2,Eng,single,1,10,2.56,3.9,8,Eng,64,2,64,2,0.03125,1
b39_eop2_longestoverlap_ISI_2_test,b39,p2,Eng,single,2,2,0.54,3.7,8,Eng,64,2,64,2,0.03125,1
b39_eop2_longestoverlap_ISI_3_test,b39,p2,Eng,single,3,2,0.52,3.84,8,Eng,64,2,64,2,0.03125,1
b39_eop2_longestoverlap_ISI_4_test,b39,p2,Eng,single,4,7,1.58,4.43,8,Eng,64,2,64,2,0.03125,1
b39_eop2_longestoverlap_ISI_5_test,b39,p2,Eng,single,5,12,2.78,4.31,8,Eng,64,2,64,2,0.03125,1
b39_eop2_longestoverlap_ISI_6_test,b39,p2,Eng,single,6,11,2.9,3.79,8,Eng,64,2,64,2,0.03125,1
b39_eop2_longestoverlap_ISI_7_test,b39,p2,Eng,single,7,10,2.14,4.67,8,Eng,64,2,64,2,0.03125,1
b39_eop2_longestoverlap_ISI_8_test,b39,p2,Eng,single,8,2,0.96,2.08,8,Eng,64,2,64,2,0.03125,1
b39_eop2_longestoverlap_ISI_9_test,b39,p2,Eng,single,9,13,2.74,4.74,8,Eng,64,2,64,2,0.03125,1
b39_eop2_longestoverlap_ISI_10_test,b39,p2,Eng,single,10,5,1.26,3.97,8,Eng,64,2,64,2,0.03125,1
b3rr_edp1_longestoverlap_ISI_0_test,b3rr,p1,Eng,mixed,0,4,1.16,3.45,4,Eng,77,44,77,44,0.571428571,0
b3rr_edp1_longestoverlap_ISI_1_test,b3rr,p1,Eng,mixed,1,8,2,4,4,Eng,77,44,77,44,0.571428571,0
b3rr_edp1_longestoverlap_ISI_2_test,b3rr,p1,Eng,mixed,2,5,1.5,3.33,4,Eng,77,44,77,44,0.571428571,0
b3rr_edp1_longestoverlap_ISI_3_test,b3rr,p1,Eng,mixed,3,5,1.66,3.01,4,Eng,77,44,77,44,0.571428571,0
b3rr_edp1_longestoverlap_ISI_4_test,b3rr,p1,Eng,mixed,4,4,0.9,4.44,4,Eng,77,44,77,44,0.571428571,0
b3rr_edp1_longestoverlap_ISI_5_test,b3rr,p1,Eng,mixed,5,10,2.52,3.97,4,Eng,77,44,77,44,0.571428571,0
